PM10,PM2.5,SO2,CO,O3,NO2,PM10_pred,PM2.5_pred,SO2_pred,CO_pred,O3_pred,NO2_pred
14.000000000000002,24.0,0.0,8.0,0.0,4.0,17.515936,24.759773,2.96051,7.186038,1.2475936,4.3737507
14.000000000000002,24.0,0.0,8.0,0.0,4.0,15.413795,24.485384,1.7032306,6.9654107,1.8083633,4.212354
14.000000000000002,24.0,0.0,8.0,0.0,4.0,16.249374,24.082438,2.3627362,7.0914736,1.4044726,4.304862
14.000000000000002,24.0,0.0,8.0,0.0,4.0,16.651146,23.732353,2.869876,7.183352,1.1600549,4.3478956
14.000000000000002,24.0,0.0,8.0,0.0,4.0,15.670847,24.846935,1.7393725,7.854689,2.0698814,4.2303123
14.000000000000002,24.0,0.0,8.0,0.0,4.0,16.408524,24.407911,2.3846893,7.9835067,1.6646158,4.3111224
13.0,23.0,0.0,8.0,0.0,4.0,16.770916,24.055737,2.872718,8.0767765,1.4048966,4.3488226
14.000000000000002,24.0,0.0,8.0,0.0,4.0,15.481964,24.439121,1.6571401,8.044891,1.9516562,4.1878324
13.0,23.0,0.0,8.0,0.0,4.0,16.113007,23.92603,2.289414,8.149617,1.5197804,4.259897
13.0,23.0,0.0,8.0,0.0,4.0,16.417507,23.536278,2.7643447,8.230499,1.2431858,4.2933283
13.0,23.0,0.0,8.0,0.0,4.0,15.380035,24.238928,1.557253,8.048015,1.8787764,4.1448145
13.0,23.0,0.0,8.0,0.0,4.0,15.99438,23.703922,2.1846938,8.139053,1.4360099,4.2133884
13.0,22.0,0.0,9.0,0.0,4.0,16.291576,23.305077,2.6564605,8.213126,1.1551682,4.245024
13.0,23.0,0.0,8.0,0.0,4.0,14.334348,22.98755,1.3863043,8.0545845,1.7268951,4.117668
13.0,22.0,0.0,9.0,0.0,4.0,14.676173,22.22191,2.0249836,8.115809,1.2899573,4.1707487
12.0,22.0,0.0,9.0,0.0,4.0,14.841233,21.703259,2.4948251,8.175436,1.0140821,4.1943197
13.0,22.0,0.0,9.0,0.0,4.0,14.284107,22.919382,1.297145,8.004442,1.7079829,4.0915575
12.0,22.0,0.0,9.0,0.0,4.0,14.6793375,22.193369,1.9463768,8.057795,1.2657771,4.145014
12.0,22.0,0.0,9.0,0.0,4.0,14.877655,21.699001,2.4240274,8.112617,0.98796666,4.1685543
12.0,22.0,0.0,9.0,0.0,4.0,14.111183,22.772606,1.3266512,8.9203615,1.8881434,4.099909
12.0,22.0,0.0,9.0,0.0,4.0,14.312704,21.91513,1.9411746,8.943134,1.4368783,4.1335845
12.0,21.0,0.0,9.0,0.0,4.0,14.429566,21.375322,2.3983095,8.986793,1.150636,4.149205
12.0,22.0,0.0,9.0,0.0,4.0,13.307193,21.940292,1.2510461,9.158573,1.811578,4.0550957
12.0,21.0,0.0,9.0,0.0,4.0,13.297522,20.879047,1.8507684,9.140044,1.3366609,4.0744586
12.0,21.0,0.0,9.0,0.0,3.0,13.318407,20.24067,2.2999914,9.167749,1.0405006,4.0827055
12.0,21.0,0.0,9.0,0.0,4.0,13.143679,21.797113,1.1908838,9.148278,1.7680612,4.011945
12.0,21.0,0.0,9.0,0.0,3.0,13.19448,20.763554,1.7795414,9.113392,1.2715871,4.0289593
12.0,21.0,0.0,9.0,0.0,3.0,13.25371,20.14201,2.2217731,9.130482,0.960127,4.035736
12.0,21.0,0.0,9.0,0.0,3.0,12.704814,21.095608,1.0592725,9.095654,1.6834711,3.985902
12.0,21.0,0.0,9.0,0.0,3.0,12.672823,19.981174,1.6507256,9.035542,1.1847345,3.990348
12.0,21.0,0.0,9.0,0.0,4.0,12.689425,19.319902,2.0934103,9.039733,0.8729165,3.9904296
12.0,21.0,0.0,9.0,0.0,3.0,12.774014,21.254969,0.9129145,9.179037,1.8700382,3.2324588
12.0,21.0,0.0,9.0,0.0,4.0,13.038482,20.371084,1.4734056,9.12581,1.4030573,3.2671444
11.0,20.0,0.0,10.0,0.0,4.0,13.19191,19.805246,1.8955815,9.123353,1.128316,3.284199
12.0,21.0,0.0,9.0,0.0,4.0,12.954636,21.273212,0.94665754,9.088594,1.5814593,3.0861807
11.0,20.0,0.0,10.0,0.0,4.0,13.306755,20.477163,1.4891802,9.036751,1.0810513,3.1228762
11.0,20.0,0.0,11.0,1.0,4.0,13.496885,19.951582,1.903105,9.032971,0.7903006,3.1413631
11.0,20.0,0.0,10.0,0.0,4.0,13.03631,21.020258,1.006981,8.920145,1.2481833,3.7562141
11.0,20.0,0.0,11.0,1.0,4.0,13.181112,20.060442,1.5475111,8.855067,0.6867719,3.7549438
11.0,19.0,0.0,11.0,1.0,4.0,13.281003,19.470098,1.9526117,8.849227,0.340753,3.752057
11.0,20.0,0.0,11.0,1.0,4.0,12.251661,20.38799,1.0274771,9.9470215,1.561792,3.8771117
11.0,19.0,0.0,11.0,1.0,4.0,12.095272,19.200153,1.5096426,9.869047,1.0655843,3.8463292
11.0,19.0,0.0,12.0,1.0,4.0,12.097228,18.546698,1.8834784,9.858276,0.75575286,3.8325055
11.0,19.0,0.0,11.0,1.0,4.0,12.2006235,20.543804,1.2044517,11.178181,2.8487139,3.934169
11.0,19.0,0.0,12.0,1.0,4.0,12.06721,19.492788,1.6790575,11.115382,2.4865987,3.8910334
11.0,19.0,0.0,12.0,2.0,5.0,12.074296,18.965021,2.055226,11.134422,2.2513154,3.8777168
11.0,19.0,0.0,12.0,1.0,4.0,11.390552,19.400282,1.0604851,11.430202,3.0186656,3.8983204
11.0,19.0,0.0,12.0,2.0,5.0,11.087577,18.212791,1.5620406,11.295035,2.7095692,3.829058
11.0,19.0,0.0,12.0,2.9999999999999996,5.0,11.002881,17.626915,1.9436259,11.279446,2.5022705,3.8006759
11.0,19.0,0.0,12.0,2.0,5.0,11.563194,19.67933,1.1034362,12.348423,3.1946404,3.8612301
11.0,19.0,0.0,12.0,2.9999999999999996,5.0,11.288946,18.67494,1.6795,12.2145195,2.9389522,3.7867405
11.0,19.0,0.0,13.0,2.9999999999999996,5.0,11.228258,18.223774,2.098427,12.2067795,2.7523453,3.7565496
11.0,19.0,0.0,12.0,2.9999999999999996,5.0,11.42733,19.034428,1.0279816,12.359952,3.8807242,4.596133
11.0,19.0,0.0,13.0,2.9999999999999996,5.0,11.076572,17.977654,1.773251,12.195059,3.762734,4.4802203
11.0,20.0,0.0,13.0,4.0,5.0,10.988568,17.460905,2.2558832,12.180651,3.5682626,4.4443917
11.0,19.0,0.0,13.0,2.9999999999999996,5.0,11.3866625,18.99822,0.9284041,12.344475,5.0917964,4.684617
11.0,20.0,0.0,13.0,4.0,5.0,11.087653,18.063993,1.7399851,12.223092,5.0207753,4.5810575
11.0,20.0,0.0,14.000000000000002,5.999999999999999,6.0,11.034886,17.59383,2.258884,12.229039,4.871399,4.5518503
11.0,20.0,0.0,13.0,4.0,5.0,11.685015,19.555937,1.2873595,13.294236,5.574223,4.7694883
11.0,20.0,0.0,14.000000000000002,5.999999999999999,6.0,11.46065,18.918287,2.2676206,13.246162,5.541976,4.681698
11.0,20.0,0.0,14.000000000000002,7.0,6.0,11.411563,18.596827,2.8581874,13.278275,5.420135,4.6574497
11.0,20.0,0.0,14.000000000000002,5.999999999999999,6.0,11.864689,19.965172,1.2448868,13.452384,6.447368,4.7520895
11.0,20.0,0.0,14.000000000000002,7.0,6.0,11.627706,19.352566,2.243863,13.396544,6.4192824,4.663271
11.0,20.0,0.0,14.000000000000002,8.0,6.0,11.578724,19.062065,2.8549628,13.4280815,6.3134775,4.6346655
11.0,20.0,0.0,14.000000000000002,7.0,6.0,11.949126,20.241024,1.6144004,14.333129,8.887896,5.6298995
11.0,20.0,0.0,14.000000000000002,8.0,6.0,11.620852,19.695265,2.84624,14.376652,8.947128,5.5336533
12.0,21.0,0.0,14.000000000000002,8.0,6.0,11.517987,19.380724,3.5697777,14.451757,8.867022,5.504735
11.0,20.0,0.0,14.000000000000002,8.0,6.0,11.520587,19.929136,1.5882304,14.536379,10.138049,5.7383356
12.0,21.0,0.0,14.000000000000002,8.0,6.0,11.175557,19.410152,2.863828,14.593473,10.224753,5.6424894
12.0,21.0,0.0,14.000000000000002,9.0,6.0,11.030702,19.098835,3.6226473,14.682463,10.1253,5.608344
12.0,21.0,0.0,14.000000000000002,8.0,6.0,11.262674,19.780413,1.4183503,14.52032,11.217875,5.7358866
12.0,21.0,0.0,14.000000000000002,9.0,6.0,10.827341,19.169397,2.7079115,14.537369,11.322596,5.627041
12.0,22.0,0.0,15.0,10.0,6.0,10.644392,18.815739,3.4729772,14.613374,11.215275,5.589074
12.0,21.0,0.0,14.000000000000002,9.0,6.0,12.210397,20.931324,1.4007795,14.377318,11.090678,5.6886272
12.0,22.0,0.0,15.0,10.0,6.0,11.79134,20.338364,2.7270932,14.331757,11.14101,5.5798664
13.0,22.0,0.0,15.0,10.0,6.0,11.664078,20.039192,3.4964826,14.3760605,10.993164,5.5390615
12.0,22.0,0.0,15.0,10.0,6.0,12.257728,21.049955,1.32809,14.344366,11.698305,5.6992364
13.0,22.0,0.0,15.0,10.0,6.0,11.772619,20.379837,2.6516476,14.263889,11.752296,5.58057
13.0,23.0,0.0,15.0,10.0,6.0,11.598145,20.040787,3.4238567,14.295919,11.602747,5.534031
13.0,22.0,0.0,15.0,10.0,6.0,12.872352,22.211987,1.8186352,15.275919,12.827383,5.790888
13.0,23.0,0.0,15.0,10.0,6.0,12.521095,21.819588,3.2352874,15.276891,12.915406,5.6940584
13.0,24.0,0.0,15.0,10.0,6.0,12.348905,21.595137,4.071279,15.329721,12.804176,5.647358
13.0,23.0,0.0,15.0,10.0,6.0,13.1184,22.35646,1.7897891,15.479144,12.837288,5.732294
13.0,24.0,0.0,15.0,10.0,6.0,12.763729,21.991169,3.2236094,15.459416,12.843334,5.6285295
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,12.580631,21.766628,4.054827,15.494988,12.670892,5.5765734
13.0,24.0,0.0,15.0,10.0,6.0,13.512804,22.9264,1.7415425,15.434501,12.631856,5.688195
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.156563,22.560978,3.157205,15.388468,12.548581,5.584197
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,12.997142,22.36874,3.973736,15.407406,12.345225,5.522986
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.810305,23.731077,1.6936609,15.362294,12.481581,5.665202
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.488958,23.334198,3.0654857,15.3055935,12.333969,5.5709085
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.354732,23.167639,3.8766732,15.318974,12.135129,5.5009103
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,14.275878,24.078102,1.7039489,15.252408,12.731922,6.483892
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.948379,23.681164,3.1438665,15.180193,12.614093,6.3472953
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.876844,23.481361,3.9569561,15.197575,12.323067,6.2779493
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,14.274539,24.154497,1.6425726,15.225265,12.591508,6.5988436
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.942572,23.7237,3.0979767,15.143223,12.430362,6.455595
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.888768,23.514854,3.9174378,15.1589575,12.11279,6.3835673
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,14.241382,24.09015,1.5296428,15.219341,12.665904,6.641979
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.836377,23.553402,2.9955895,15.093635,12.482729,6.4853907
14.000000000000002,23.0,0.0,15.0,10.0,6.999999999999999,13.752535,23.296486,3.8214684,15.094558,12.148075,6.4094396
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,14.188358,24.04884,1.4084767,15.210687,12.628621,6.642676
14.000000000000002,23.0,0.0,15.0,10.0,6.999999999999999,13.730901,23.412205,2.8777459,15.038845,12.434898,6.475666
14.000000000000002,23.0,0.0,15.0,10.0,6.999999999999999,13.614607,23.105762,3.7102208,15.023568,12.091759,6.3962617
14.000000000000002,23.0,0.0,15.0,10.0,6.999999999999999,14.18368,24.018806,1.3879149,15.212592,12.547154,6.6462345
14.000000000000002,23.0,0.0,15.0,10.0,6.999999999999999,13.701186,23.333988,2.8617609,15.017286,12.337021,6.473172
14.000000000000002,23.0,0.0,15.0,10.0,6.999999999999999,13.563041,22.998852,3.6987524,14.992833,11.985336,6.391793
14.000000000000002,23.0,0.0,15.0,10.0,6.999999999999999,13.761681,23.088898,1.3548522,15.237758,12.38483,6.648984
14.000000000000002,23.0,0.0,15.0,10.0,6.999999999999999,13.257107,22.384787,2.8062906,15.03431,12.118121,6.4628963
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.064686,21.984697,3.6385138,14.997654,11.738386,6.378938
14.000000000000002,23.0,0.0,15.0,10.0,6.999999999999999,13.8781395,22.989824,1.3344566,15.227279,12.397396,6.641514
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.385887,22.309761,2.7830846,15.023928,12.138079,6.460431
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.197765,21.92184,3.6113703,14.986038,11.762196,6.379115
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.995187,22.976645,1.3427898,15.230587,12.409919,6.6388826
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,13.517144,22.326775,2.792737,15.032911,12.159671,6.4624004
14.000000000000002,25.0,0.0,14.000000000000002,9.0,6.0,13.334737,21.95448,3.6198568,14.996022,11.78875,6.383158
14.000000000000002,24.0,0.0,15.0,10.0,6.999999999999999,14.565365,23.769695,1.4436246,15.228515,12.493884,6.6409106
14.000000000000002,25.0,0.0,14.000000000000002,9.0,6.0,14.118773,23.20094,2.9381318,15.046598,12.250284,6.4723134
14.000000000000002,25.0,0.0,14.000000000000002,9.0,6.0,14.00189,22.904001,3.7667367,15.014134,11.867261,6.396811
14.000000000000002,25.0,0.0,14.000000000000002,9.0,6.0,14.504617,23.850588,1.4850682,15.242645,12.494516,6.652457
14.000000000000002,25.0,0.0,14.000000000000002,9.0,6.0,14.061641,23.286596,2.9810898,15.070462,12.245972,6.483019
14.000000000000002,25.0,0.0,14.000000000000002,8.0,6.0,13.94212,22.991896,3.810579,15.042313,11.861481,6.406165
14.000000000000002,25.0,0.0,14.000000000000002,9.0,6.0,14.547808,24.316523,1.3427432,14.220344,10.7695875,5.7173557
14.000000000000002,25.0,0.0,14.000000000000002,8.0,6.0,14.164538,23.55248,2.63128,13.971623,10.3195095,5.6052094
14.000000000000002,25.0,0.0,14.000000000000002,7.0,6.0,14.104942,23.26067,3.4033337,13.926165,9.898762,5.5300493
14.000000000000002,25.0,0.0,14.000000000000002,8.0,6.0,14.792087,25.054,1.3086135,14.000933,10.488956,5.664119
14.000000000000002,25.0,0.0,14.000000000000002,7.0,6.0,14.485963,24.23459,2.5363843,13.790139,10.01343,5.572573
14.000000000000002,25.0,0.0,13.0,5.999999999999999,6.0,14.477572,23.925947,3.2893546,13.766154,9.583883,5.5086346
14.000000000000002,25.0,0.0,14.000000000000002,7.0,6.0,14.62909,25.34251,1.3328373,14.016525,9.510352,5.634427
14.000000000000002,25.0,0.0,13.0,5.999999999999999,6.0,14.367172,24.49275,2.533222,13.829427,9.034129,5.5502806
14.000000000000002,25.0,0.0,13.0,5.0,6.0,14.386157,24.177776,3.2742095,13.817629,8.622974,5.4918895
14.000000000000002,25.0,0.0,13.0,5.999999999999999,6.0,14.570283,25.43079,1.4092554,14.033052,8.393565,5.6309004
14.000000000000002,25.0,0.0,13.0,5.0,6.0,14.370375,24.616383,2.5807264,13.860178,7.9428525,5.5496235
14.000000000000002,24.0,0.0,13.0,4.0,5.0,14.422141,24.318403,3.31177,13.855307,7.5508556,5.493021
14.000000000000002,25.0,0.0,13.0,5.0,6.0,14.233787,24.858269,1.170908,12.972067,7.0305114,5.568733
14.000000000000002,24.0,0.0,13.0,4.0,5.0,14.093493,23.814644,2.21285,12.757751,6.4403367,5.487689
14.000000000000002,24.0,0.0,13.0,2.9999999999999996,5.0,14.196865,23.411972,2.8709683,12.731053,5.964058,5.4321485
14.000000000000002,24.0,0.0,13.0,4.0,5.0,14.523657,25.30094,1.1433666,12.811987,6.372648,5.6092143
14.000000000000002,24.0,0.0,13.0,2.9999999999999996,5.0,14.471354,24.254251,2.1515408,12.604049,5.7708178,5.537899
14.000000000000002,24.0,0.0,12.0,2.0,5.0,14.632767,23.86569,2.8124166,12.590477,5.310468,5.488778
14.000000000000002,24.0,0.0,13.0,2.9999999999999996,5.0,14.179585,24.82513,1.0832372,12.929964,5.3551235,4.7856874
14.000000000000002,24.0,0.0,12.0,2.0,5.0,14.072426,23.7124,1.951926,12.685701,4.701287,4.7486467
13.0,23.0,0.0,12.0,1.0,5.0,14.20084,23.307047,2.5254138,12.661521,4.205157,4.723207
14.000000000000002,24.0,0.0,12.0,2.0,5.0,14.429424,24.63865,1.1388912,12.933287,4.1997676,4.683547
13.0,23.0,0.0,12.0,1.0,5.0,14.317004,23.534817,1.9393544,12.667899,3.525028,4.6378713
13.0,23.0,0.0,12.0,1.0,5.0,14.427854,23.12841,2.475568,12.628608,3.0093946,4.608796
13.0,23.0,0.0,12.0,1.0,5.0,14.219064,23.945185,0.90971375,11.913291,2.9367938,4.589297
13.0,23.0,0.0,12.0,1.0,5.0,14.122603,22.670265,1.603319,11.631508,2.1876116,4.5460024
13.0,22.0,0.0,11.0,1.0,5.0,14.233236,22.12736,2.075414,11.573979,1.6246231,4.5138083
13.0,23.0,0.0,12.0,1.0,5.0,13.514027,23.004465,0.88477683,11.844588,2.1309595,4.6239786
13.0,22.0,0.0,11.0,1.0,5.0,13.353137,21.680716,1.5670806,11.544062,1.4981343,4.5589314
13.0,22.0,0.0,11.0,0.0,5.0,13.427864,21.113068,2.0332155,11.475153,1.0061191,4.5162206
13.0,22.0,0.0,11.0,1.0,5.0,13.619641,23.088394,0.93003637,11.856823,2.3106484,4.651806
13.0,22.0,0.0,11.0,0.0,5.0,13.497119,21.858213,1.6084856,11.598678,1.7256739,4.5895205
13.0,22.0,0.0,11.0,0.0,5.0,13.591854,21.337084,2.0834737,11.548488,1.2790914,4.5526013
13.0,22.0,0.0,11.0,0.0,5.0,12.994894,21.777157,0.68247455,10.915178,2.266372,4.6560326
13.0,22.0,0.0,11.0,0.0,5.0,12.787428,20.405886,1.3636632,10.651908,1.7078631,4.5886126
13.0,22.0,0.0,11.0,0.0,4.0,12.829038,19.745249,1.806686,10.572205,1.2984113,4.5452547
13.0,22.0,0.0,11.0,0.0,5.0,13.423301,22.089804,0.78444225,10.804954,1.6228317,4.6850824
13.0,22.0,0.0,11.0,0.0,4.0,13.35103,20.868378,1.4658343,10.568619,1.0590713,4.6264706
13.0,22.0,0.0,11.0,0.0,4.0,13.462688,20.288645,1.9221385,10.504146,0.6447122,4.589414
13.0,22.0,0.0,11.0,0.0,4.0,13.647328,22.222971,0.86622584,10.855107,1.6992722,4.729986
13.0,22.0,0.0,11.0,0.0,4.0,13.60648,21.05523,1.5475377,10.637271,1.1635206,4.673274
13.0,23.0,0.0,12.0,0.0,4.0,13.732217,20.515692,2.0182526,10.587908,0.77233076,4.6396923
13.0,22.0,0.0,11.0,0.0,4.0,13.762175,22.446604,0.9236394,11.027284,1.8543437,3.9834487
13.0,23.0,0.0,12.0,0.0,4.0,13.764474,21.380169,1.4980968,10.850056,1.2293655,3.97324
13.0,23.0,0.0,12.0,0.0,4.0,13.904834,20.87215,1.9219369,10.808818,0.81221545,3.966088
13.0,23.0,0.0,12.0,0.0,4.0,13.888098,22.371132,0.99706554,11.020918,1.6578181,3.8793948
13.0,23.0,0.0,12.0,0.0,4.0,13.870982,21.310326,1.5361693,10.850392,1.0125107,3.8669736
13.0,23.0,0.0,12.0,0.0,3.0,13.984284,20.781006,1.9311854,10.803682,0.58489597,3.8589034
