PM10,PM2.5,SO2,CO,O3,NO2,PM10_pred,PM2.5_pred,SO2_pred,CO_pred,O3_pred,NO2_pred
4.0,11.0,7.000000000000001,11.0,41.0,3.0,6.608499,11.5246,10.692752,10.939743,40.73408,3.3627005
4.0,10.0,6.0,11.0,43.0,3.0,6.8056917,11.63745,10.818736,11.027066,41.372696,3.42602
4.0,11.0,7.000000000000001,11.0,41.0,3.0,6.645348,11.868647,9.133655,11.472404,40.86685,3.2960033
4.0,10.0,6.0,11.0,43.0,3.0,6.732025,11.8475895,9.674494,11.7568035,43.204536,3.3991957
4.0,10.0,6.0,12.0,44.0,3.0,6.911949,11.970022,9.907434,11.901586,44.09079,3.4937224
4.0,10.0,6.0,11.0,43.0,3.0,6.049731,11.146903,8.305018,11.46012,42.587223,3.2267625
4.0,10.0,6.0,12.0,44.0,3.0,6.0184717,10.967429,8.860018,11.810654,45.418537,3.3695748
4.0,9.0,5.0,12.0,46.00000000000001,3.0,6.152696,11.030141,9.116902,11.979463,46.527374,3.49188
4.0,10.0,6.0,12.0,44.0,3.0,5.543462,10.345836,7.6340365,11.314163,44.122982,3.1574583
4.0,9.0,5.0,12.0,46.00000000000001,3.0,5.4198203,10.006646,8.114795,11.74405,47.30182,3.3375542
4.0,9.0,4.0,12.0,47.99999999999999,3.0,5.533929,10.0299,8.362095,11.944281,48.5728,3.4868202
4.0,9.0,5.0,12.0,46.00000000000001,3.0,5.8282995,10.99774,7.6726866,12.232172,44.94205,3.151306
4.0,9.0,4.0,12.0,47.99999999999999,3.0,5.7964168,10.798458,8.229059,12.783095,48.17385,3.3518622
3.0,9.0,3.0,13.0,49.99999999999999,3.0,5.9601464,10.915892,8.517365,13.043746,49.400356,3.5107012
4.0,9.0,4.0,12.0,47.99999999999999,3.0,5.4474196,10.260568,7.0542035,12.321418,46.158356,3.0995214
3.0,9.0,3.0,13.0,49.99999999999999,3.0,5.3679843,9.948361,7.543676,12.9719925,49.61803,3.3339822
3.0,8.0,3.0,13.0,52.0,3.0,5.529122,10.036651,7.80315,13.291361,50.93961,3.5151381
3.0,9.0,3.0,13.0,49.99999999999999,3.0,5.6855454,10.440047,6.321356,12.36264,47.822357,3.036096
3.0,8.0,3.0,13.0,52.0,3.0,5.6383595,10.121255,6.8086815,13.105872,51.684414,3.3089383
3.0,8.0,3.0,13.0,54.0,3.0,5.8433156,10.224912,7.0713873,13.464014,53.16593,3.5177865
3.0,8.0,3.0,13.0,52.0,3.0,5.710517,11.221366,5.791672,13.411527,49.382145,3.1116579
3.0,8.0,3.0,13.0,54.0,3.0,5.823083,11.07184,6.354983,14.337511,53.548325,3.4346566
3.0,8.0,2.0,14.000000000000002,55.0,3.0,6.132199,11.277135,6.680489,14.778793,55.092834,3.6703112
3.0,8.0,3.0,13.0,54.0,3.0,5.3099217,10.839683,5.42758,13.6589,50.854263,3.0567126
3.0,8.0,2.0,14.000000000000002,55.0,3.0,5.4485364,10.672572,5.9506516,14.6759405,55.180325,3.4080272
3.0,8.0,2.0,14.000000000000002,57.0,3.0,5.813776,10.910561,6.2851415,15.174684,56.77551,3.6668386
3.0,8.0,2.0,14.000000000000002,55.0,3.0,5.468067,11.145896,5.2542577,13.8124485,52.377098,2.979032
3.0,8.0,2.0,14.000000000000002,57.0,3.0,5.6522965,11.047903,5.7685595,14.884531,56.826435,3.3553224
4.0,9.0,2.0,14.000000000000002,59.0,3.0,6.0656853,11.337618,6.1192822,15.405366,58.425465,3.6336415
3.0,8.0,2.0,14.000000000000002,57.0,3.0,5.8738766,12.103043,4.786006,14.865375,52.82021,3.0186617
4.0,9.0,2.0,14.000000000000002,59.0,3.0,6.2682323,12.21417,5.4198785,16.076551,57.260532,3.4186485
4.0,9.0,2.0,15.0,60.0,3.0,6.76274,12.576509,5.8447704,16.635042,58.745052,3.709058
4.0,9.0,2.0,14.000000000000002,59.0,3.0,5.973737,12.4713955,4.502966,15.224802,53.94009,2.974379
4.0,9.0,2.0,15.0,60.0,3.0,6.43987,12.688206,5.1527,16.497261,58.499645,3.3881872
4.0,9.0,2.0,15.0,62.0,3.0,6.974767,13.0912285,5.6145105,17.062101,60.000885,3.69307
4.0,9.0,2.0,15.0,60.0,3.0,6.92178,13.736408,4.4515314,15.397527,55.30467,2.9188864
4.0,9.0,2.0,15.0,62.0,3.0,7.49809,14.170642,5.177654,16.695587,60.025227,3.3329105
4.0,9.0,2.0,16.0,63.0,3.0,8.085978,14.664293,5.6802483,17.23941,61.577255,3.6387362
4.0,9.0,2.0,15.0,62.0,3.0,7.209043,14.373922,4.4320707,16.272245,55.990448,2.975613
4.0,9.0,2.0,16.0,63.0,3.0,7.916082,14.905136,5.2284555,17.618313,60.50189,3.3959222
4.0,9.0,2.0,16.0,65.0,3.0,8.55726,15.433979,5.7595973,18.186842,61.93098,3.6993585
4.0,9.0,2.0,16.0,63.0,3.0,7.2775307,14.647733,4.432708,16.523363,57.204704,2.9798403
4.0,9.0,2.0,16.0,65.0,3.0,8.013597,15.229779,5.2292724,17.882896,61.69834,3.4044342
4.0,9.0,2.0,16.0,66.0,3.0,8.682847,15.788661,5.768992,18.459461,63.11177,3.7128825
4.0,9.0,2.0,16.0,65.0,3.0,7.4042645,15.211592,4.4756627,17.392027,57.92126,3.0090873
4.0,9.0,2.0,16.0,66.0,3.0,8.259754,15.90878,5.3202114,18.783232,62.23607,3.433362
4.0,10.0,2.0,16.0,67.0,3.0,8.987637,16.521893,5.8860474,19.38743,63.5742,3.7379973
4.0,9.0,2.0,16.0,66.0,3.0,7.390935,15.397589,4.4389296,17.61951,59.48338,3.0287957
4.0,10.0,2.0,16.0,67.0,3.0,8.257357,16.120394,5.2738776,19.005281,63.7477,3.4634562
4.0,10.0,1.0,16.0,68.0,3.0,9.008395,16.753897,5.842683,19.61327,65.06655,3.7781339
4.0,10.0,2.0,16.0,67.0,3.0,7.414156,15.551161,4.2883077,17.767502,60.31965,2.9919467
4.0,10.0,1.0,16.0,68.0,3.0,8.289793,16.302727,5.1298046,19.148977,64.48302,3.433216
4.0,10.0,0.0,16.0,70.0,3.0,9.050579,16.944403,5.694851,19.758827,65.76068,3.752349
4.0,10.0,1.0,16.0,68.0,3.0,7.789149,16.29651,4.2165365,17.83308,60.96022,2.9310582
4.0,10.0,0.0,16.0,70.0,3.0,8.701928,17.139372,5.076416,19.193373,65.082985,3.3633156
4.0,10.0,0.0,16.0,71.0,4.0,9.480149,17.811232,5.647307,19.787838,66.36506,3.6782355
4.0,10.0,0.0,16.0,70.0,3.0,7.893751,16.649961,3.6550608,17.914927,61.402554,2.9428413
4.0,10.0,0.0,16.0,71.0,4.0,8.8455715,17.502995,4.5467844,19.271194,65.49273,3.3818614
5.0,11.0,0.0,17.0,72.0,4.0,9.649039,18.159073,5.1395793,19.861843,66.766884,3.7031922
4.0,10.0,0.0,16.0,71.0,4.0,8.023275,17.007336,3.0764499,17.972275,62.936146,2.9938328
5.0,11.0,0.0,17.0,72.0,4.0,9.02102,17.867836,3.998305,19.317196,67.104195,3.4501598
5.0,12.0,0.0,17.0,73.0,4.0,9.874229,18.518715,4.63971,19.9007,68.43994,3.7908204
5.0,11.0,0.0,17.0,72.0,4.0,7.572545,16.545639,2.9101436,17.985811,63.972263,3.5128312
5.0,12.0,0.0,17.0,73.0,4.0,8.683481,17.470823,3.8107433,19.349401,67.73805,4.009356
5.0,12.0,0.0,17.0,74.0,4.0,9.588931,18.127129,4.423246,19.920204,68.744316,4.3590117
5.0,12.0,0.0,17.0,73.0,4.0,8.455585,17.728283,3.0440192,18.59665,64.895515,3.6546507
5.0,12.0,0.0,17.0,74.0,4.0,9.708251,18.805405,4.0684605,19.945421,68.5492,4.156247
6.0,13.0,0.0,18.0,74.0,4.0,10.65078,19.489962,4.724143,20.487223,69.44234,4.500971
5.0,12.0,0.0,17.0,74.0,4.0,8.74807,18.425892,3.0424745,18.745771,65.789246,3.7386618
6.0,13.0,0.0,18.0,74.0,4.0,10.033825,19.526775,4.1235466,20.051334,69.37743,4.2374763
6.0,13.0,0.0,18.0,75.0,4.0,10.990535,20.207212,4.811103,20.568398,70.23175,4.5818996
6.0,13.0,0.0,18.0,74.0,4.0,8.730299,18.594666,3.0737095,18.78734,66.625336,3.7862864
6.0,13.0,0.0,18.0,75.0,4.0,10.005976,19.671347,4.1608095,20.065971,70.15138,4.282922
6.0,14.0,0.0,19.0,76.0,4.0,10.9604645,20.331888,4.848789,20.57283,70.98341,4.627922
6.0,13.0,0.0,18.0,75.0,4.0,9.36533,19.697264,3.3051865,19.435654,66.8862,3.7982275
6.0,14.0,0.0,19.0,76.0,4.0,10.72479,20.84676,4.4982166,20.68127,70.18686,4.274842
7.000000000000001,14.0,0.0,19.0,76.0,4.0,11.701516,21.543356,5.242659,21.185421,70.91846,4.6058736
6.0,14.0,0.0,19.0,76.0,4.0,9.325227,19.824488,3.346137,19.514023,67.67578,3.8207467
7.000000000000001,14.0,0.0,19.0,76.0,4.0,10.659518,20.927807,4.5483255,20.737268,70.99603,4.290967
8.0,16.0,0.0,20.0,76.0,4.0,11.623181,21.592787,5.292919,21.232637,71.74553,4.6212425
7.000000000000001,14.0,0.0,19.0,76.0,4.0,9.6789,20.818895,3.566571,20.276258,68.72138,3.8701859
8.0,16.0,0.0,20.0,76.0,4.0,11.116296,22.031778,4.847769,21.47182,71.88535,4.331241
9.0,18.0,0.0,21.0,76.0,4.0,12.104933,22.721386,5.624169,21.9555,72.56372,4.653095
8.0,16.0,0.0,20.0,76.0,4.0,9.929354,21.237495,3.4531817,20.418041,68.625786,3.8239417
9.0,18.0,0.0,21.0,76.0,4.0,11.376278,22.446121,4.789624,21.591877,71.7354,4.276456
9.0,19.0,0.0,22.0,76.0,4.0,12.355231,23.122292,5.5912356,22.067608,72.39943,4.5919247
9.0,18.0,0.0,21.0,76.0,4.0,10.982054,22.935122,3.6227624,21.109848,68.81624,3.8280745
9.0,19.0,0.0,22.0,76.0,4.0,12.537004,24.23386,5.119073,22.193014,71.7013,4.2517786
10.0,21.0,0.0,23.0,76.0,5.0,13.533395,24.907427,5.966097,22.623549,72.289734,4.546398
9.0,19.0,0.0,22.0,76.0,4.0,12.047705,24.774004,3.8209848,21.894997,68.991776,3.8454509
10.0,21.0,0.0,23.0,76.0,5.0,13.677965,26.123343,5.4631486,22.86205,71.61231,4.237973
10.0,21.0,0.0,23.0,77.0,5.0,14.682912,26.804352,6.366138,23.2582,72.12195,4.511617
10.0,21.0,0.0,23.0,76.0,5.0,12.272361,25.825605,4.0805073,22.772358,68.96828,3.8735926
10.0,21.0,0.0,23.0,77.0,5.0,13.989261,27.30489,5.786873,23.703558,71.28822,4.251522
10.0,21.0,0.0,23.0,77.0,5.0,15.013164,28.01888,6.719225,24.090525,71.67128,4.5068684
10.0,21.0,0.0,23.0,77.0,5.0,12.819646,27.10208,4.62155,23.51262,69.41516,4.37984
10.0,21.0,0.0,23.0,77.0,5.0,14.773522,29.082142,6.4727716,24.47911,71.23775,4.7724743
10.0,21.0,0.0,23.0,75.0,5.0,15.879667,29.937365,7.5014973,24.822702,71.37026,5.011388
10.0,21.0,0.0,23.0,77.0,5.0,12.559905,27.149996,4.6419,23.457943,70.58258,4.525975
10.0,21.0,0.0,23.0,75.0,5.0,14.493159,29.12567,6.4719615,24.41888,72.56965,4.9185405
10.0,20.0,0.0,22.0,72.0,5.0,15.576521,29.984257,7.478278,24.745659,72.657455,5.161113
10.0,21.0,0.0,23.0,75.0,5.0,12.410573,27.111153,4.666506,23.413935,71.28374,4.5307026
10.0,20.0,0.0,22.0,72.0,5.0,14.2671385,28.981617,6.4665833,24.342466,73.40996,4.912857
10.0,20.0,0.0,21.0,68.0,5.0,15.323584,29.823727,7.437133,24.668001,73.52897,5.158586
10.0,20.0,0.0,22.0,72.0,5.0,12.194489,26.789442,4.488607,23.492186,69.911255,4.4302053
10.0,20.0,0.0,21.0,68.0,5.0,13.9331255,28.498127,6.2918324,24.367474,71.84579,4.7909985
10.0,20.0,0.0,21.0,65.0,4.0,14.928508,29.285872,7.254418,24.70689,71.96947,5.027629
10.0,20.0,0.0,21.0,68.0,5.0,11.472619,25.298145,3.923975,22.683899,66.98112,4.2430716
10.0,20.0,0.0,21.0,65.0,4.0,12.949191,26.671463,5.6444616,23.547623,68.96057,4.5854397
10.0,19.0,0.0,21.0,65.0,5.0,13.831095,27.344893,6.558839,23.91521,69.16014,4.814455
10.0,20.0,0.0,21.0,65.0,4.0,11.273297,24.1911,3.4575686,21.679235,62.98262,4.0369415
10.0,19.0,0.0,21.0,65.0,5.0,12.5368805,25.303524,5.1326423,22.517233,64.86961,4.3536806
10.0,19.0,0.0,21.0,64.0,5.0,13.300278,25.884638,6.0146227,22.892101,65.069984,4.5665083
10.0,19.0,0.0,21.0,65.0,5.0,11.829475,24.486744,3.3415248,21.5554,59.82714,3.4244242
10.0,19.0,0.0,21.0,64.0,5.0,13.000285,25.41219,5.03051,22.34863,61.878994,3.6863017
9.0,18.0,0.0,21.0,64.0,5.0,13.658339,25.867996,5.922702,22.739597,62.348972,3.8779542
10.0,19.0,0.0,21.0,64.0,5.0,11.003798,23.215832,3.8059225,21.39275,60.490047,4.051984
9.0,18.0,0.0,21.0,64.0,5.0,12.142639,24.26288,5.4116096,22.23577,62.370144,4.347331
9.0,18.0,0.0,22.0,64.0,5.0,12.827968,24.848133,6.258303,22.620003,62.607513,4.547799
9.0,18.0,0.0,21.0,64.0,5.0,11.164707,22.857681,3.9994633,21.3319,60.14746,4.2060843
9.0,18.0,0.0,22.0,64.0,5.0,12.258884,23.918154,5.638174,22.170853,62.10046,4.5115485
9.0,17.0,0.0,22.0,65.0,5.0,12.90072,24.50906,6.4916925,22.537117,62.328636,4.7166605
9.0,18.0,0.0,22.0,64.0,5.0,10.412297,21.803148,4.2707787,21.294039,60.639366,4.425868
9.0,17.0,0.0,22.0,65.0,5.0,11.392188,22.739935,5.8022676,22.097654,62.597168,4.7459292
8.0,16.0,0.0,23.0,65.0,5.0,11.977625,23.270811,6.603623,22.44538,62.830383,4.960503
9.0,17.0,0.0,22.0,65.0,5.0,10.5242815,22.0663,4.569713,22.200022,61.34643,4.5336466
8.0,16.0,0.0,23.0,65.0,5.0,11.546232,23.05443,6.1384435,22.927675,63.040123,4.854353
8.0,15.0,0.0,23.0,65.0,5.0,12.146004,23.621052,6.947744,23.262716,63.22618,5.0710244
8.0,16.0,0.0,23.0,65.0,5.0,10.092538,21.579227,4.547193,22.346024,62.459625,4.5902495
8.0,15.0,0.0,23.0,65.0,5.0,11.071475,22.47973,6.053186,23.049057,64.30272,4.9258595
7.000000000000001,14.0,0.0,24.0,65.0,5.0,11.662852,23.000046,6.8357153,23.378893,64.59381,5.156255
8.0,15.0,0.0,23.0,65.0,5.0,9.349676,21.060411,4.801772,23.34712,62.66022,4.647621
7.000000000000001,14.0,0.0,24.0,65.0,5.0,10.339662,21.948076,6.2163587,23.971106,64.09298,4.9814487
7.000000000000001,13.0,0.0,24.0,65.0,5.0,10.943443,22.486933,6.9548526,24.3165,64.32724,5.2140465
7.000000000000001,14.0,0.0,24.0,65.0,5.0,8.894423,20.476765,4.52261,23.5794,62.403812,4.542182
7.000000000000001,13.0,0.0,24.0,65.0,5.0,9.890999,21.316942,5.8822227,24.21024,63.9179,4.8899736
6.0,12.0,0.0,25.0,65.0,5.0,10.513591,21.845129,6.602357,24.581028,64.249626,5.132917
7.000000000000001,13.0,0.0,24.0,65.0,5.0,8.297623,20.301365,4.6722755,24.555038,61.98042,4.5259466
6.0,12.0,0.0,25.0,65.0,5.0,9.411817,21.302519,5.969085,25.176907,63.232365,4.8762846
6.0,11.0,0.0,25.0,65.0,5.0,10.1001425,21.929955,6.671195,25.581747,63.54085,5.1183257
6.0,12.0,0.0,25.0,65.0,5.0,7.88665,19.827816,4.3240685,24.72298,61.664444,4.3864756
6.0,11.0,0.0,25.0,65.0,5.0,9.008037,20.79838,5.5527987,25.355976,63.058273,4.7459693
5.0,11.0,0.0,26.0,65.0,5.0,9.718351,21.4237,6.2344236,25.790728,63.51269,4.9960656
6.0,11.0,0.0,25.0,65.0,5.0,7.3676624,19.734621,4.4506817,25.7107,61.292294,4.375627
5.0,11.0,0.0,26.0,65.0,5.0,8.559357,20.82168,5.6014724,26.307096,62.377796,4.7303104
5.0,10.0,0.0,26.0,64.0,5.0,9.327287,21.458576,6.3036704,26.771292,63.02107,4.9743447
5.0,11.0,0.0,26.0,65.0,5.0,7.088992,19.479578,4.1536865,25.855965,60.94608,4.2295628
5.0,10.0,0.0,26.0,64.0,5.0,8.297007,20.566399,5.2458963,26.48381,62.217484,4.592207
5.0,9.0,0.0,27.0,64.0,5.0,9.090753,21.204353,5.9416294,26.9764,63.03715,4.8449965
5.0,10.0,0.0,26.0,64.0,5.0,6.887565,19.939503,4.250978,26.807562,60.75593,4.19541
5.0,9.0,0.0,27.0,64.0,5.0,8.213142,21.152456,5.3533816,27.375603,61.88778,4.557558
3.0,7.0,0.0,28.000000000000004,64.0,5.0,9.049119,21.784561,6.085352,27.859406,62.872204,4.8058276
5.0,9.0,0.0,27.0,64.0,5.0,6.537226,19.746328,3.9449973,26.993141,59.446392,4.017796
3.0,7.0,0.0,28.000000000000004,64.0,5.0,7.8848944,20.915777,5.0344386,27.566545,60.769096,4.38307
2.0,5.0,0.0,28.000000000000004,64.0,5.0,8.734216,21.532747,5.76228,28.065136,61.89414,4.629145
3.0,7.0,0.0,28.000000000000004,64.0,5.0,6.4997077,19.941317,4.0222263,27.820799,59.081314,3.9999268
2.0,5.0,0.0,28.000000000000004,64.0,5.0,7.9446707,21.154469,5.1526995,28.32526,60.37907,4.360237
2.0,3.0,0.0,27.0,64.0,5.0,8.841331,21.79492,5.8858566,28.815329,61.588863,4.6022224
2.0,5.0,0.0,28.000000000000004,64.0,5.0,5.4404526,19.22331,4.218316,28.958258,58.63494,4.061401
2.0,3.0,0.0,27.0,64.0,5.0,6.9578357,20.420532,5.24383,29.35299,59.751038,4.404642
1.0,1.0,0.0,27.0,63.0,5.0,7.893582,21.072063,5.925662,29.873556,61.06916,4.641402
2.0,3.0,0.0,27.0,64.0,5.0,4.475704,18.08527,3.9348104,29.336462,58.4417,3.9377067
1.0,1.0,0.0,27.0,63.0,5.0,5.9785237,19.167116,4.7893877,29.637333,59.498543,4.2899475
0.0,1.0,0.0,27.0,62.0,5.0,6.9267197,19.792862,5.3951597,30.203327,60.951794,4.541217
1.0,1.0,0.0,27.0,63.0,5.0,3.9803638,16.786283,3.6311057,28.581106,57.998333,3.7083056
0.0,1.0,0.0,27.0,62.0,5.0,5.48466,17.799768,4.3079853,28.948244,59.218098,4.0864363
1.0,2.0,1.0,28.000000000000004,65.0,5.0,6.427048,18.367987,4.81809,29.545412,60.77988,4.349367
0.0,1.0,0.0,27.0,62.0,5.0,3.5093675,15.605191,3.4804463,28.61652,56.657463,3.6226282
1.0,2.0,1.0,28.000000000000004,65.0,5.0,5.0702386,16.637247,4.092634,28.998652,57.781025,4.009843
1.0,3.0,1.0,27.0,63.0,5.0,6.025291,17.181107,4.5432515,29.632524,59.318428,4.270483
1.0,2.0,1.0,28.000000000000004,65.0,5.0,3.3674963,15.593084,3.2325451,28.786486,55.34198,3.4911833
1.0,3.0,1.0,27.0,63.0,5.0,5.021102,16.656439,3.8798943,29.174849,56.610886,3.8854823
2.0,4.0,2.0,26.0,61.0,5.0,6.015866,17.247015,4.431801,29.881054,58.190758,4.1385603
1.0,3.0,1.0,27.0,63.0,5.0,3.9454696,17.247034,3.6804745,29.441906,57.76565,3.5307283
2.0,4.0,2.0,26.0,61.0,5.0,5.7817783,18.490417,4.398776,29.77039,59.256466,3.9347405
2.0,5.0,2.0,26.0,59.0,5.0,6.8861074,19.180178,5.01266,30.443405,60.96845,4.199428
2.0,4.0,2.0,26.0,61.0,5.0,3.994902,17.58902,3.64001,28.803127,56.2397,3.3448784
2.0,5.0,2.0,26.0,59.0,5.0,5.8070602,18.80101,4.4019847,29.22356,58.086304,3.7379909
3.0,6.0,3.0,25.0,56.0,5.0,6.903635,19.489801,5.0511913,29.897339,59.86586,3.9956946
2.0,5.0,2.0,26.0,59.0,5.0,4.30956,17.737053,3.9885123,27.722649,54.379604,3.1782374
3.0,6.0,3.0,25.0,56.0,5.0,6.0385685,18.94656,4.732107,28.293457,56.498524,3.5398042
3.0,7.0,4.0,24.0,54.0,5.0,7.109309,19.640455,5.385499,28.940926,58.28514,3.783557
3.0,6.0,3.0,25.0,56.0,5.0,4.601951,18.296413,4.2148423,27.22992,52.086735,3.1519976
3.0,7.0,4.0,24.0,54.0,5.0,6.3021483,19.577019,5.066338,27.953562,54.436413,3.469439
4.0,7.0,4.0,24.0,51.0,5.0,7.3957105,20.35997,5.8374696,28.62825,56.18671,3.6861863
3.0,7.0,4.0,24.0,54.0,5.0,4.7838197,18.042297,4.689723,26.082436,49.377293,3.0891387
4.0,7.0,4.0,24.0,51.0,5.0,6.3689723,19.351763,5.582468,26.972775,51.921444,3.3690712
4.0,8.0,5.0,23.0,48.99999999999999,5.0,7.403742,20.147827,6.367648,27.6326,53.63992,3.5618577
4.0,7.0,4.0,24.0,51.0,5.0,4.8366385,17.340046,5.414261,24.948917,47.841557,3.133396
4.0,8.0,5.0,23.0,48.99999999999999,5.0,6.2448134,18.595982,6.2579246,25.898144,50.461754,3.4003549
5.0,9.0,6.0,23.0,46.00000000000001,5.0,7.2025805,19.40489,6.977269,26.526424,52.099407,3.574188
4.0,8.0,5.0,23.0,48.99999999999999,5.0,5.2148023,16.984009,5.8994045,24.44468,45.50203,3.2424338
5.0,9.0,6.0,23.0,46.00000000000001,5.0,6.5231776,18.290077,6.86865,25.467985,47.96491,3.4883094
5.0,10.0,7.000000000000001,23.0,43.0,5.0,7.4087057,19.14758,7.6070533,26.09098,49.39674,3.6394887
5.0,9.0,6.0,23.0,46.00000000000001,5.0,5.2184057,16.038965,6.610813,23.439665,44.09311,3.3308737
5.0,10.0,7.000000000000001,23.0,43.0,5.0,6.3434296,17.252491,7.485017,24.439848,46.42198,3.5511053
6.0,12.0,8.0,22.0,40.0,5.0,7.1186953,18.060293,8.138807,25.017885,47.750584,3.688178
5.0,10.0,7.000000000000001,23.0,43.0,5.0,5.759213,16.0053,7.4633794,23.147701,41.949116,3.3962502
6.0,12.0,8.0,22.0,40.0,5.0,6.8025675,17.23246,8.435168,24.097393,43.975616,3.569953
7.000000000000001,13.0,9.0,22.0,38.0,5.0,7.523248,18.0657,9.109959,24.642038,45.122795,3.6799664
6.0,12.0,8.0,22.0,40.0,5.0,5.9336457,15.682528,8.51926,23.061546,39.582043,3.535213
7.000000000000001,13.0,9.0,22.0,38.0,5.0,6.8825784,16.9233,9.575039,23.928038,41.141476,3.6513705
7.000000000000001,14.0,10.0,21.0,36.0,5.0,7.5385475,17.779856,10.266502,24.443623,42.038654,3.723283
7.000000000000001,13.0,9.0,22.0,38.0,5.0,6.5905457,15.82234,9.201815,22.094816,36.955425,3.555386
7.000000000000001,14.0,10.0,21.0,36.0,5.0,7.421143,17.045456,10.32085,22.804394,38.228592,3.6277134
8.0,15.0,10.0,20.0,33.0,5.0,8.0002,17.893082,10.991232,23.213675,38.952232,3.669252
7.000000000000001,14.0,10.0,21.0,36.0,5.0,7.386679,16.197567,10.356922,21.826855,35.64128,3.7193434
8.0,15.0,10.0,20.0,33.0,5.0,8.123914,17.425854,11.535773,22.334599,36.60258,3.7618897
8.0,15.0,10.0,19.0,31.0,5.0,8.640599,18.281916,12.192198,22.607647,37.152534,3.7743223
8.0,15.0,10.0,20.0,33.0,5.0,7.344887,15.556866,11.469626,20.927244,33.710052,3.8778942
8.0,15.0,10.0,19.0,31.0,5.0,7.823816,16.510761,12.443194,21.221956,34.200806,3.9125447
8.0,16.0,11.0,18.0,29.0,5.0,8.156761,17.215034,12.989665,21.41717,34.470657,3.9150388
8.0,15.0,10.0,19.0,31.0,5.0,8.118126,15.47758,11.795501,19.74885,30.646353,4.022352
8.0,16.0,11.0,18.0,29.0,5.0,8.381043,16.182165,12.719025,19.851969,30.604025,4.04527
8.0,16.0,11.0,18.0,30.0,4.0,8.508592,16.647957,13.225121,19.944223,30.584257,4.040595
8.0,16.0,11.0,18.0,29.0,5.0,7.826152,14.573432,11.768869,18.466516,28.7658,4.166338
8.0,16.0,11.0,18.0,30.0,4.0,7.8748207,14.907666,12.533315,18.522795,28.58929,4.156487
9.0,17.0,11.0,18.0,30.0,4.0,7.892494,15.148131,12.9988,18.560938,28.421328,4.1322145
8.0,16.0,11.0,18.0,30.0,4.0,8.049651,14.865181,12.389322,17.392029,27.134258,4.2179375
9.0,17.0,11.0,18.0,30.0,4.0,8.047432,14.974064,13.0257845,17.500397,26.995153,4.2011204
9.0,17.0,12.0,18.0,30.0,4.0,8.026554,15.061673,13.395763,17.567402,26.844296,4.1706667
9.0,17.0,11.0,18.0,30.0,4.0,8.322593,15.623239,12.581749,17.339167,29.048096,3.607579
9.0,17.0,12.0,18.0,30.0,4.0,8.260611,15.577627,13.280444,17.397984,29.273016,3.6435375
9.0,17.0,11.0,18.0,30.0,4.0,8.244222,15.5914,13.6705475,17.43291,29.332537,3.6564553
9.0,17.0,12.0,18.0,30.0,4.0,9.430717,17.154396,12.637338,17.668333,30.267954,3.682385
9.0,17.0,11.0,18.0,30.0,4.0,9.409938,17.341818,13.425284,17.786629,30.665432,3.7358272
9.0,17.0,11.0,18.0,31.0,4.0,9.406024,17.480757,13.83759,17.82245,30.78902,3.7579658
9.0,17.0,11.0,18.0,30.0,4.0,9.252127,17.05552,13.342326,17.871017,30.531918,3.739093
9.0,17.0,11.0,18.0,31.0,4.0,9.20501,17.175413,14.097699,18.018522,31.002254,3.7875974
9.0,17.0,11.0,18.0,31.0,4.0,9.191883,17.292599,14.489099,18.081366,31.189377,3.8086832
9.0,17.0,11.0,18.0,31.0,4.0,9.240849,16.963797,12.69135,17.883795,30.666336,3.7710457
9.0,17.0,11.0,18.0,31.0,4.0,9.173222,17.094818,13.481444,18.026176,31.167635,3.8199756
9.0,18.0,11.0,18.0,32.0,4.0,9.145089,17.213106,13.890432,18.086018,31.378122,3.8397596
9.0,17.0,11.0,18.0,31.0,4.0,9.260976,17.047369,12.485007,17.952473,32.117462,3.81107
9.0,18.0,11.0,18.0,32.0,4.0,9.182934,17.231493,13.299017,18.119188,32.73693,3.867083
9.0,18.0,11.0,18.0,32.0,4.0,9.157764,17.388338,13.717569,18.187914,33.0175,3.8924096
9.0,18.0,11.0,18.0,32.0,4.0,9.287558,17.0468,12.436981,17.962664,32.147133,3.790831
9.0,18.0,11.0,18.0,32.0,4.0,9.201964,17.215343,13.248733,18.122404,32.756344,3.8459322
9.0,17.0,11.0,18.0,32.0,4.0,9.170514,17.36367,13.665535,18.18957,33.03114,3.8709505
9.0,18.0,11.0,18.0,32.0,4.0,9.723743,17.834717,12.393229,18.010489,33.3444,3.799063
9.0,17.0,11.0,18.0,32.0,4.0,9.662583,18.090681,13.217884,18.177767,34.02118,3.866154
9.0,17.0,10.0,18.0,32.0,4.0,9.666073,18.298336,13.638081,18.24429,34.3285,3.8966367
9.0,17.0,11.0,18.0,32.0,4.0,9.617933,17.931433,12.385052,18.041258,33.313244,3.79586
9.0,17.0,10.0,18.0,32.0,4.0,9.554692,18.150475,13.208866,18.20918,33.938408,3.8615656
8.0,16.0,10.0,18.0,32.0,3.0,9.552812,18.335735,13.627812,18.2781,34.218384,3.89055
9.0,17.0,10.0,18.0,32.0,4.0,9.047024,17.032497,12.447654,17.979204,33.017776,3.787674
8.0,16.0,10.0,18.0,32.0,3.0,8.933463,17.126686,13.236903,18.136793,33.59318,3.8432522
